EV9,PWM,Presion_kPa,Fuerza_N,Corriente_A
OFF,75,1.67,0.539,0.09
OFF,90,1.83,0.509,0.093
OFF,105,1.95,0.526,0.097
OFF,120,2.28,0.629,0.1
OFF,120,2.26,0.648,0.104
OFF,135,2.5,0.701,0.107
OFF,150,2.92,0.705,0.114
OFF,165,3.21,0.763,0.117
OFF,180,3.67,0.878,0.12
OFF,180,3.74,0.878,0.124
OFF,180,3.79,0.867,0.127
OFF,180,4.07,0.867,0.13
OFF,180,4.27,0.868,0.134
OFF,195,4.41,0.939,0.137
OFF,195,5.02,0.941,0.14
OFF,210,4.93,0.94,0.14
OFF,210,5.13,0.986,0.144
OFF,210,5.01,0.988,0.147
OFF,210,4.93,0.981,0.147
OFF,210,4.87,1.043,0.15
OFF,210,4.83,1.029,0.15
OFF,225,4.81,1.033,0.154
OFF,225,5.04,1.044,0.157
OFF,225,5.2,1.035,0.157
OFF,240,4.81,1.03,0.16
OFF,240,5.04,1.101,0.16
OFF,240,5.46,1.086,0.164
OFF,225,5.5,1.087,0.164
OFF,225,5.52,1.078,0.164
OFF,225,5.79,1.075,0.164
OFF,240,5.98,1.072,0.164
OFF,240,6.12,1.068,0.167
OFF,225,5.96,1.077,0.164
OFF,225,5.59,1.069,0.164
OFF,225,5.59,1.072,0.164
OFF,225,5.34,1.058,0.164
OFF,225,5.16,1.073,0.164
OFF,240,5.29,1.061,0.167
OFF,240,5.37,1.071,0.164
OFF,255,5.94,1.082,0.167
OFF,255,5.84,1.103,0.167
OFF,255,6.01,1.102,0.17
OFF,255,5.88,1.1,0.17
OFF,255,5.79,1.103,0.17
OFF,255,5.98,1.098,0.17
OFF,255,5.86,1.096,0.17
OFF,255,5.78,1.09,0.174
